Active (0/1),Name *,Parent category,URL Simplifier,Root category (0/1)
1,iMac,Filtration de l'eau,iMac1,0
1,Tablettes Android,Plomberie et Sanitaire,Tablettes Android1,0
1,Tablette Graphique,Plomberie et Sanitaire,Tablette Graphique1,0
1,iPad,Plomberie et Sanitaire,iPad1,0
1,Accessoires Tablette,Plomberie et Sanitaire,Accessoires Tablette1,0
1,Serveur Rack,Rangement et Organisation,Serveur Rack1,0
1,Serveur Tour,Rangement et Organisation,Serveur Tour1,0
1,Station de Travail,Rangement et Organisation,Station de Travail1,0
1,Disque Dur,Maison,Disque Dur1,0
1,Disque Dur Interne,Maison,Disque Dur Interne1,0
1,Disque Dur Externe,Maison,Disque Dur Externe1,0
1,Disque Dur SSD,Maison,Disque Dur SSD1,0
1,Disque Dur Vidéosurveillance,Maison,Disque Dur Vidéosurveillance1,0
1,Clé USB,Maison,Clé USB1,0
1,Carte Mémoire,Maison,Carte Mémoire1,0
1,CD & DVD,Maison,CD & DVD1,0
1,Accessoires de Stockage,Maison,Accessoires de Stockage1,0
1,Disque Dur Reconditionné,Maison,Disque Dur Reconditionné1,0
1,Câble antivol PC,Nettoyant et Hygiène Maison,Câble antivol PC1,0
1,Sacs & Sacoches,Nettoyant et Hygiène Maison,Sacs & Sacoches1,0
1,Clavier & Souris & Tapis Souris Clavier Tapis de Souris Clavier & Souris Souris & Tapis Clavier - Souris - Tapis - Casque Pavé Numérique,Nettoyant et Hygiène Maison,Clavier & Souris & Tapis Souris Clavier Tapis de Souris Clavier & Souris Souris & Tapis Clavier - Souris - Tapis - Casque Pavé Numérique1,0
1,Souris,Nettoyant et Hygiène Maison,Souris1,0
1,Clavier,Nettoyant et Hygiène Maison,Clavier1,0
1,Tapis de Souris,Nettoyant et Hygiène Maison,Tapis de Souris1,0
1,Clavier & Souris,Nettoyant et Hygiène Maison,Clavier & Souris1,0
1,Souris & Tapis,Nettoyant et Hygiène Maison,Souris & Tapis1,0
1,Clavier - Souris - Tapis - Casque,Nettoyant et Hygiène Maison,Clavier - Souris - Tapis - Casque1,0
1,Pavé Numérique,Nettoyant et Hygiène Maison,Pavé Numérique1,0
1,Webcam,Nettoyant et Hygiène Maison,Webcam1,0
1,Visioconférence,Nettoyant et Hygiène Maison,Visioconférence1,0
1,Haut-Parleur de Conférence,Nettoyant et Hygiène Maison,Haut-Parleur de Conférence1,0
1,Refroidisseurs PC Portable,Nettoyant et Hygiène Maison,Refroidisseurs PC Portable1,0
1,Hub USB,Nettoyant et Hygiène Maison,Hub USB1,0
1,Lampe de Bureau,Nettoyant et Hygiène Maison,Lampe de Bureau1,0
1,Support Ecran,Nettoyant et Hygiène Maison,Support Ecran1,0
1,Accessoires Divers,Nettoyant et Hygiène Maison,Accessoires Divers1,0
1,Station d'accueil,Nettoyant et Hygiène Maison,Station d'accueil1,0
1,Accessoires Visioconférence,Nettoyant et Hygiène Maison,Accessoires Visioconférence1,0
1,Sac à Dos Scolaire,ANIMALERIE,Sac à Dos Scolaire1,0
1,Sac à Goûter,ANIMALERIE,Sac à Goûter1,0
1,Trousse,ANIMALERIE,Trousse1,0
1,Accessoires sac à dos,ANIMALERIE,Accessoires sac à dos1,0
1,Processeur,Imprimantes,Processeur1,0
1,Carte Graphique,Imprimantes,Carte Graphique1,0
1,Barrettes Mémoire,Imprimantes,Barrettes Mémoire1,0
1,Carte Mère,Imprimantes,Carte Mère1,0
1,Boîtier,Imprimantes,Boîtier1,0
1,Bloc d'alimentation,Imprimantes,Bloc d'alimentation1,0
1,Chargeur PC Portable,Imprimantes,Chargeur PC Portable1,0
1,Batterie PC Portable,Imprimantes,Batterie PC Portable1,0
1,Afficheur Ecran,Imprimantes,Afficheur Ecran1,0
1,Ventilateur,Imprimantes,Ventilateur1,0
1,Graveurs et Lecteurs,Imprimantes,Graveurs et Lecteurs1,0
1,Clavier PC Portable,Imprimantes,Clavier PC Portable1,0
1,Pâte thermique,Imprimantes,Pâte thermique1,0
1,Pc Portable,Photocopieurs,Pc Portable1,0
1,PC Gamer,Photocopieurs,PC Gamer1,0
1,PC Portable Pro,Photocopieurs,PC Portable Pro1,0
1,Mac,Photocopieurs,Mac1,0
1,UltraBook,Photocopieurs,UltraBook1,0
1,Ecran Portable,Photocopieurs,Ecran Portable1,0
1,PC de Bureau,Scanners,PC de Bureau1,0
1,Ordinateur Gamer,Scanners,Ordinateur Gamer1,0
1,PC Tout en un,Scanners,PC Tout en un1,0
1,Ecran,Scanners,Ecran1,0
1,iMac,Scanners,iMac1,0
1,Tablettes Android,Appareil Fax,Tablettes Android1,0
1,Tablette Graphique,Appareil Fax,Tablette Graphique1,0
1,iPad,Appareil Fax,iPad1,0
1,Accessoires Tablette,Appareil Fax,Accessoires Tablette1,0
1,Serveur Rack,Consommables Imprimante,Serveur Rack1,0
1,Serveur Tour,Consommables Imprimante,Serveur Tour1,0
1,Station de Travail,Consommables Imprimante,Station de Travail1,0
1,Disque Dur,Accessoires Imprimantes,Disque Dur1,0
1,Disque Dur Interne,Accessoires Imprimantes,Disque Dur Interne1,0
1,Disque Dur Externe,Accessoires Imprimantes,Disque Dur Externe1,0
1,Disque Dur SSD,Accessoires Imprimantes,Disque Dur SSD1,0
1,Disque Dur Vidéosurveillance,Accessoires Imprimantes,Disque Dur Vidéosurveillance1,0
1,Clé USB,Accessoires Imprimantes,Clé USB1,0
1,Carte Mémoire,Accessoires Imprimantes,Carte Mémoire1,0
1,CD & DVD,Accessoires Imprimantes,CD & DVD1,0
1,Accessoires de Stockage,Accessoires Imprimantes,Accessoires de Stockage1,0
1,Disque Dur Reconditionné,Accessoires Imprimantes,Disque Dur Reconditionné1,0
1,Câble antivol PC,Consommables Photocopieur,Câble antivol PC1,0
1,Sacs & Sacoches,Consommables Photocopieur,Sacs & Sacoches1,0
1,Clavier & Souris & Tapis Souris Clavier Tapis de Souris Clavier & Souris Souris & Tapis Clavier - Souris - Tapis - Casque Pavé Numérique,Consommables Photocopieur,Clavier & Souris & Tapis Souris Clavier Tapis de Souris Clavier & Souris Souris & Tapis Clavier - Souris - Tapis - Casque Pavé Numérique1,0
1,Souris,Consommables Photocopieur,Souris1,0
1,Clavier,Consommables Photocopieur,Clavier1,0
1,Tapis de Souris,Consommables Photocopieur,Tapis de Souris1,0
1,Clavier & Souris,Consommables Photocopieur,Clavier & Souris1,0
1,Souris & Tapis,Consommables Photocopieur,Souris & Tapis1,0
1,Clavier - Souris - Tapis - Casque,Consommables Photocopieur,Clavier - Souris - Tapis - Casque1,0
1,Pavé Numérique,Consommables Photocopieur,Pavé Numérique1,0
1,Webcam,Consommables Photocopieur,Webcam1,0
1,Visioconférence,Consommables Photocopieur,Visioconférence1,0
1,Haut-Parleur de Conférence,Consommables Photocopieur,Haut-Parleur de Conférence1,0
1,Refroidisseurs PC Portable,Consommables Photocopieur,Refroidisseurs PC Portable1,0
1,Hub USB,Consommables Photocopieur,Hub USB1,0
1,Lampe de Bureau,Consommables Photocopieur,Lampe de Bureau1,0
1,Support Ecran,Consommables Photocopieur,Support Ecran1,0
1,Accessoires Divers,Consommables Photocopieur,Accessoires Divers1,0
1,Station d'accueil,Consommables Photocopieur,Station d'accueil1,0
1,Accessoires Visioconférence,Consommables Photocopieur,Accessoires Visioconférence1,0
1,Sac à Dos Scolaire,VidéoSurveillance,Sac à Dos Scolaire1,0
1,Sac à Goûter,VidéoSurveillance,Sac à Goûter1,0
1,Trousse,VidéoSurveillance,Trousse1,0
1,Accessoires sac à dos,VidéoSurveillance,Accessoires sac à dos1,0
1,Processeur,Matériel de Sécurité & Biométrie,Processeur1,0
1,Carte Graphique,Matériel de Sécurité & Biométrie,Carte Graphique1,0
1,Barrettes Mémoire,Matériel de Sécurité & Biométrie,Barrettes Mémoire1,0
1,Carte Mère,Matériel de Sécurité & Biométrie,Carte Mère1,0
1,Boîtier,Matériel de Sécurité & Biométrie,Boîtier1,0
1,Bloc d'alimentation,Matériel de Sécurité & Biométrie,Bloc d'alimentation1,0
1,Chargeur PC Portable,Matériel de Sécurité & Biométrie,Chargeur PC Portable1,0
1,Batterie PC Portable,Matériel de Sécurité & Biométrie,Batterie PC Portable1,0
1,Afficheur Ecran,Matériel de Sécurité & Biométrie,Afficheur Ecran1,0
1,Ventilateur,Matériel de Sécurité & Biométrie,Ventilateur1,0
1,Graveurs et Lecteurs,Matériel de Sécurité & Biométrie,Graveurs et Lecteurs1,0
1,Clavier PC Portable,Matériel de Sécurité & Biométrie,Clavier PC Portable1,0
1,Pâte thermique,Matériel de Sécurité & Biométrie,Pâte thermique1,0
1,Ecran Gamer,Ordinateurs portables,Ecran Gamer1,0
1,Haut-Parleur Gamer,Ordinateurs portables,Haut-Parleur Gamer1,0
1,Souris Gamer,Ordinateurs portables,Souris Gamer1,0
1,Clavier Gamer,Ordinateurs portables,Clavier Gamer1,0
1,Micro Casque & Écouteur Gaming,Ordinateurs portables,Micro Casque & Écouteur Gaming1,0
1,Tapis de Souris Gamer,Ordinateurs portables,Tapis de Souris Gamer1,0
1,Microphone Gamer,Ordinateurs portables,Microphone Gamer1,0
1,Sac à dos Gamer,Ordinateurs portables,Sac à dos Gamer1,0
1,Siège gaming,Ordinateurs portables,Siège gaming1,0
1,Support Casque Gamer,Ordinateurs portables,Support Casque Gamer1,0
1,Bureau gaming,Ordinateurs portables,Bureau gaming1,0
1,Playstation PS5 PS4,Ordinateur de bureau,Playstation PS5 PS41,0
1,PS5,Ordinateur de bureau,PS51,0
1,PS4,Ordinateur de bureau,PS41,0
1,Xbox,Ordinateur de bureau,Xbox1,0
1,Game Box,Ordinateur de bureau,Game Box1,0
1,Nintendo Nintendo Switch,Ordinateur de bureau,Nintendo Nintendo Switch1,0
1,Nintendo Switch,Ordinateur de bureau,Nintendo Switch1,0
1,Boîtier PC Gamer,Tablettes Tactiles,Boîtier PC Gamer1,0
1,Ventilateur Gamer,Tablettes Tactiles,Ventilateur Gamer1,0
1,Barrette Mémoire Gamer,Tablettes Tactiles,Barrette Mémoire Gamer1,0
1,Refroidisseur Processeur Gamer,Tablettes Tactiles,Refroidisseur Processeur Gamer1,0
1,Alimentation PC Gamer,Tablettes Tactiles,Alimentation PC Gamer1,0
1,Manettes,Serveurs,Manettes1,0
1,Jeux Vidéo,Serveurs,Jeux Vidéo1,0
1,Caméra Console de Jeux,Serveurs,Caméra Console de Jeux1,0
1,Accessoires jeux de course,Serveurs,Accessoires jeux de course1,0
1,Casque de réalité virtuelle,Serveurs,Casque de réalité virtuelle1,0
1,Station de Recharge,Serveurs,Station de Recharge1,0
1,Cable de Charge Manette,Serveurs,Cable de Charge Manette1,0
1,Ecran Gamer,Stockage,Ecran Gamer1,0
1,Haut-Parleur Gamer,Stockage,Haut-Parleur Gamer1,0
1,Souris Gamer,Stockage,Souris Gamer1,0
1,Clavier Gamer,Stockage,Clavier Gamer1,0
1,Micro Casque & Écouteur Gaming,Stockage,Micro Casque & Écouteur Gaming1,0
1,Tapis de Souris Gamer,Stockage,Tapis de Souris Gamer1,0
1,Microphone Gamer,Stockage,Microphone Gamer1,0
1,Sac à dos Gamer,Stockage,Sac à dos Gamer1,0
1,Siège gaming,Stockage,Siège gaming1,0
1,Support Casque Gamer,Stockage,Support Casque Gamer1,0
1,Bureau gaming,Stockage,Bureau gaming1,0
1,Playstation PS5 PS4,Périphériques & Accessoires,Playstation PS5 PS41,0
1,PS5,Périphériques & Accessoires,PS51,0
1,PS4,Périphériques & Accessoires,PS41,0
1,Xbox,Périphériques & Accessoires,Xbox1,0
1,Game Box,Périphériques & Accessoires,Game Box1,0
1,Nintendo Nintendo Switch,Périphériques & Accessoires,Nintendo Nintendo Switch1,0
1,Nintendo Switch,Périphériques & Accessoires,Nintendo Switch1,0
1,Boîtier PC Gamer,Sacs Scolaires & Trousses,Boîtier PC Gamer1,0
1,Ventilateur Gamer,Sacs Scolaires & Trousses,Ventilateur Gamer1,0
1,Barrette Mémoire Gamer,Sacs Scolaires & Trousses,Barrette Mémoire Gamer1,0
1,Refroidisseur Processeur Gamer,Sacs Scolaires & Trousses,Refroidisseur Processeur Gamer1,0
1,Alimentation PC Gamer,Sacs Scolaires & Trousses,Alimentation PC Gamer1,0
1,Manettes,Composants Informatique,Manettes1,0
1,Jeux Vidéo,Composants Informatique,Jeux Vidéo1,0
1,Caméra Console de Jeux,Composants Informatique,Caméra Console de Jeux1,0
1,Accessoires jeux de course,Composants Informatique,Accessoires jeux de course1,0
1,Casque de réalité virtuelle,Composants Informatique,Casque de réalité virtuelle1,0
1,Station de Recharge,Composants Informatique,Station de Recharge1,0
1,Cable de Charge Manette,Composants Informatique,Cable de Charge Manette1,0
1,Ecran Gamer,Gaming PC Pc Portable GamerOrdinateur Gamer,Ecran Gamer1,0
1,Haut-Parleur Gamer,Gaming PC Pc Portable GamerOrdinateur Gamer,Haut-Parleur Gamer1,0
1,Souris Gamer,Gaming PC Pc Portable GamerOrdinateur Gamer,Souris Gamer1,0
1,Clavier Gamer,Gaming PC Pc Portable GamerOrdinateur Gamer,Clavier Gamer1,0
1,Micro Casque & Écouteur Gaming,Gaming PC Pc Portable GamerOrdinateur Gamer,Micro Casque & Écouteur Gaming1,0
1,Tapis de Souris Gamer,Gaming PC Pc Portable GamerOrdinateur Gamer,Tapis de Souris Gamer1,0
1,Microphone Gamer,Gaming PC Pc Portable GamerOrdinateur Gamer,Microphone Gamer1,0
1,Sac à dos Gamer,Gaming PC Pc Portable GamerOrdinateur Gamer,Sac à dos Gamer1,0
1,Siège gaming,Gaming PC Pc Portable GamerOrdinateur Gamer,Siège gaming1,0
1,Support Casque Gamer,Gaming PC Pc Portable GamerOrdinateur Gamer,Support Casque Gamer1,0
1,Bureau gaming,Gaming PC Pc Portable GamerOrdinateur Gamer,Bureau gaming1,0
1,Playstation PS5 PS4,Périphériques et Accessoires Gamers,Playstation PS5 PS41,0
1,PS5,Périphériques et Accessoires Gamers,PS51,0
1,PS4,Périphériques et Accessoires Gamers,PS41,0
1,Xbox,Périphériques et Accessoires Gamers,Xbox1,0
1,Game Box,Périphériques et Accessoires Gamers,Game Box1,0
1,Nintendo Nintendo Switch,Périphériques et Accessoires Gamers,Nintendo Nintendo Switch1,0
1,Nintendo Switch,Périphériques et Accessoires Gamers,Nintendo Switch1,0
1,Boîtier PC Gamer,Console de Jeux,Boîtier PC Gamer1,0
1,Ventilateur Gamer,Console de Jeux,Ventilateur Gamer1,0
1,Barrette Mémoire Gamer,Console de Jeux,Barrette Mémoire Gamer1,0
1,Refroidisseur Processeur Gamer,Console de Jeux,Refroidisseur Processeur Gamer1,0
1,Alimentation PC Gamer,Console de Jeux,Alimentation PC Gamer1,0
1,Manettes,Composant Pc Gamer,Manettes1,0
1,Jeux Vidéo,Composant Pc Gamer,Jeux Vidéo1,0
1,Caméra Console de Jeux,Composant Pc Gamer,Caméra Console de Jeux1,0
1,Accessoires jeux de course,Composant Pc Gamer,Accessoires jeux de course1,0
1,Casque de réalité virtuelle,Composant Pc Gamer,Casque de réalité virtuelle1,0
1,Station de Recharge,Composant Pc Gamer,Station de Recharge1,0
1,Cable de Charge Manette,Composant Pc Gamer,Cable de Charge Manette1,0
1,Ecran Gamer,Accessoires de Jeux,Ecran Gamer1,0
1,Haut-Parleur Gamer,Accessoires de Jeux,Haut-Parleur Gamer1,0
1,Souris Gamer,Accessoires de Jeux,Souris Gamer1,0
1,Clavier Gamer,Accessoires de Jeux,Clavier Gamer1,0
1,Micro Casque & Écouteur Gaming,Accessoires de Jeux,Micro Casque & Écouteur Gaming1,0
1,Tapis de Souris Gamer,Accessoires de Jeux,Tapis de Souris Gamer1,0
1,Microphone Gamer,Accessoires de Jeux,Microphone Gamer1,0
1,Sac à dos Gamer,Accessoires de Jeux,Sac à dos Gamer1,0
1,Siège gaming,Accessoires de Jeux,Siège gaming1,0
1,Support Casque Gamer,Accessoires de Jeux,Support Casque Gamer1,0
1,Bureau gaming,Accessoires de Jeux,Bureau gaming1,0
1,Playstation PS5 PS4,Smartphone & Mobile,Playstation PS5 PS41,0
1,PS5,Smartphone & Mobile,PS51,0
1,PS4,Smartphone & Mobile,PS41,0
1,Xbox,Smartphone & Mobile,Xbox1,0
1,Game Box,Smartphone & Mobile,Game Box1,0
1,Nintendo Nintendo Switch,Smartphone & Mobile,Nintendo Nintendo Switch1,0
1,Nintendo Switch,Smartphone & Mobile,Nintendo Switch1,0
1,Boîtier PC Gamer,Smartwatch,Boîtier PC Gamer1,0
1,Ventilateur Gamer,Smartwatch,Ventilateur Gamer1,0
1,Barrette Mémoire Gamer,Smartwatch,Barrette Mémoire Gamer1,0
1,Refroidisseur Processeur Gamer,Smartwatch,Refroidisseur Processeur Gamer1,0
1,Alimentation PC Gamer,Smartwatch,Alimentation PC Gamer1,0
1,Manettes,Accessoires Téléphonie Casque Écouteur,Manettes1,0
1,Jeux Vidéo,Accessoires Téléphonie Casque Écouteur,Jeux Vidéo1,0
1,Caméra Console de Jeux,Accessoires Téléphonie Casque Écouteur,Caméra Console de Jeux1,0
1,Accessoires jeux de course,Accessoires Téléphonie Casque Écouteur,Accessoires jeux de course1,0
1,Casque de réalité virtuelle,Accessoires Téléphonie Casque Écouteur,Casque de réalité virtuelle1,0
1,Station de Recharge,Accessoires Téléphonie Casque Écouteur,Station de Recharge1,0
1,Cable de Charge Manette,Accessoires Téléphonie Casque Écouteur,Cable de Charge Manette1,0
1,Ecran Gamer,Téléphone Fixe,Ecran Gamer1,0
1,Haut-Parleur Gamer,Téléphone Fixe,Haut-Parleur Gamer1,0
1,Souris Gamer,Téléphone Fixe,Souris Gamer1,0
1,Clavier Gamer,Téléphone Fixe,Clavier Gamer1,0
1,Micro Casque & Écouteur Gaming,Téléphone Fixe,Micro Casque & Écouteur Gaming1,0
1,Tapis de Souris Gamer,Téléphone Fixe,Tapis de Souris Gamer1,0
1,Microphone Gamer,Téléphone Fixe,Microphone Gamer1,0
1,Sac à dos Gamer,Téléphone Fixe,Sac à dos Gamer1,0
1,Siège gaming,Téléphone Fixe,Siège gaming1,0
1,Support Casque Gamer,Téléphone Fixe,Support Casque Gamer1,0
1,Bureau gaming,Téléphone Fixe,Bureau gaming1,0
1,Playstation PS5 PS4,Lunette Connectée,Playstation PS5 PS41,0
1,PS5,Lunette Connectée,PS51,0
1,PS4,Lunette Connectée,PS41,0
1,Xbox,Lunette Connectée,Xbox1,0
1,Game Box,Lunette Connectée,Game Box1,0
1,Nintendo Nintendo Switch,Lunette Connectée,Nintendo Nintendo Switch1,0
1,Nintendo Switch,Lunette Connectée,Nintendo Switch1,0
1,Boîtier PC Gamer,Gros Electroménager,Boîtier PC Gamer1,0
1,Ventilateur Gamer,Gros Electroménager,Ventilateur Gamer1,0
1,Barrette Mémoire Gamer,Gros Electroménager,Barrette Mémoire Gamer1,0
1,Refroidisseur Processeur Gamer,Gros Electroménager,Refroidisseur Processeur Gamer1,0
1,Alimentation PC Gamer,Gros Electroménager,Alimentation PC Gamer1,0
1,Manettes,Préparation culinaire,Manettes1,0
1,Jeux Vidéo,Préparation culinaire,Jeux Vidéo1,0
1,Caméra Console de Jeux,Préparation culinaire,Caméra Console de Jeux1,0
1,Accessoires jeux de course,Préparation culinaire,Accessoires jeux de course1,0
1,Casque de réalité virtuelle,Préparation culinaire,Casque de réalité virtuelle1,0
1,Station de Recharge,Préparation culinaire,Station de Recharge1,0
1,Cable de Charge Manette,Préparation culinaire,Cable de Charge Manette1,0
1,Téléphone Portable,Ordinateurs portables,Téléphone Portable1,0
1,Smartphone,Ordinateurs portables,Smartphone1,0
1,iPhone,Ordinateurs portables,iPhone1,0
1,Montre connectée,Ordinateur de bureau,Montre connectée1,0
1,Bracelet Connecté,Ordinateur de bureau,Bracelet Connecté1,0
1,Accessoires Montres Connectées,Ordinateur de bureau,Accessoires Montres Connectées1,0
1,Etuis et coques Coque Flip Cover,Tablettes Tactiles,Etuis et coques Coque Flip Cover1,0
1,Coque,Tablettes Tactiles,Coque1,0
1,Flip Cover,Tablettes Tactiles,Flip Cover1,0
1,Protection Ecran,Tablettes Tactiles,Protection Ecran1,0
1,Protection Camera,Tablettes Tactiles,Protection Camera1,0
1,POWER BANK,Tablettes Tactiles,POWER BANK1,0
1,Tige Selfie,Tablettes Tactiles,Tige Selfie1,0
1,Contrôleur de jeu,Tablettes Tactiles,Contrôleur de jeu1,0
1,Batterie,Tablettes Tactiles,Batterie1,0
1,Stabilisateur,Tablettes Tactiles,Stabilisateur1,0
1,Chargeur,Tablettes Tactiles,Chargeur1,0
1,Câble Chargeur,Tablettes Tactiles,Câble Chargeur1,0
1,Ring Light,Tablettes Tactiles,Ring Light1,0
1,Support Smartphone,Tablettes Tactiles,Support Smartphone1,0
1,Adaptateur Smartphone,Tablettes Tactiles,Adaptateur Smartphone1,0
1,AirTag,Tablettes Tactiles,AirTag1,0
1,Chargeur Téléphone Fixe,Tablettes Tactiles,Chargeur Téléphone Fixe1,0
1,Téléphone Filaire,Serveurs,Téléphone Filaire1,0
1,Téléphone Sans Fil,Serveurs,Téléphone Sans Fil1,0
1,Téléphone Portable,Stockage,Téléphone Portable1,0
1,Smartphone,Stockage,Smartphone1,0
1,iPhone,Stockage,iPhone1,0
1,Montre connectée,Périphériques & Accessoires,Montre connectée1,0
1,Bracelet Connecté,Périphériques & Accessoires,Bracelet Connecté1,0
1,Accessoires Montres Connectées,Périphériques & Accessoires,Accessoires Montres Connectées1,0
1,Etuis et coques Coque Flip Cover,Sacs Scolaires & Trousses,Etuis et coques Coque Flip Cover1,0
1,Coque,Sacs Scolaires & Trousses,Coque1,0
1,Flip Cover,Sacs Scolaires & Trousses,Flip Cover1,0
1,Protection Ecran,Sacs Scolaires & Trousses,Protection Ecran1,0
1,Protection Camera,Sacs Scolaires & Trousses,Protection Camera1,0
1,POWER BANK,Sacs Scolaires & Trousses,POWER BANK1,0
1,Tige Selfie,Sacs Scolaires & Trousses,Tige Selfie1,0
1,Contrôleur de jeu,Sacs Scolaires & Trousses,Contrôleur de jeu1,0
1,Batterie,Sacs Scolaires & Trousses,Batterie1,0
1,Stabilisateur,Sacs Scolaires & Trousses,Stabilisateur1,0
1,Chargeur,Sacs Scolaires & Trousses,Chargeur1,0
1,Câble Chargeur,Sacs Scolaires & Trousses,Câble Chargeur1,0
1,Ring Light,Sacs Scolaires & Trousses,Ring Light1,0
1,Support Smartphone,Sacs Scolaires & Trousses,Support Smartphone1,0
1,Adaptateur Smartphone,Sacs Scolaires & Trousses,Adaptateur Smartphone1,0
1,AirTag,Sacs Scolaires & Trousses,AirTag1,0
1,Chargeur Téléphone Fixe,Sacs Scolaires & Trousses,Chargeur Téléphone Fixe1,0
1,Téléphone Filaire,Composants Informatique,Téléphone Filaire1,0
1,Téléphone Sans Fil,Composants Informatique,Téléphone Sans Fil1,0
1,Téléphone Portable,Gaming PC Pc Portable GamerOrdinateur Gamer,Téléphone Portable1,0
1,Smartphone,Gaming PC Pc Portable GamerOrdinateur Gamer,Smartphone1,0
1,iPhone,Gaming PC Pc Portable GamerOrdinateur Gamer,iPhone1,0
1,Montre connectée,Périphériques et Accessoires Gamers,Montre connectée1,0
1,Bracelet Connecté,Périphériques et Accessoires Gamers,Bracelet Connecté1,0
1,Accessoires Montres Connectées,Périphériques et Accessoires Gamers,Accessoires Montres Connectées1,0
1,Etuis et coques Coque Flip Cover,Console de Jeux,Etuis et coques Coque Flip Cover1,0
1,Coque,Console de Jeux,Coque1,0
1,Flip Cover,Console de Jeux,Flip Cover1,0
1,Protection Ecran,Console de Jeux,Protection Ecran1,0
1,Protection Camera,Console de Jeux,Protection Camera1,0
1,POWER BANK,Console de Jeux,POWER BANK1,0
1,Tige Selfie,Console de Jeux,Tige Selfie1,0
1,Contrôleur de jeu,Console de Jeux,Contrôleur de jeu1,0
1,Batterie,Console de Jeux,Batterie1,0
1,Stabilisateur,Console de Jeux,Stabilisateur1,0
1,Chargeur,Console de Jeux,Chargeur1,0
1,Câble Chargeur,Console de Jeux,Câble Chargeur1,0
1,Ring Light,Console de Jeux,Ring Light1,0
1,Support Smartphone,Console de Jeux,Support Smartphone1,0
1,Adaptateur Smartphone,Console de Jeux,Adaptateur Smartphone1,0
1,AirTag,Console de Jeux,AirTag1,0
1,Chargeur Téléphone Fixe,Console de Jeux,Chargeur Téléphone Fixe1,0
1,Téléphone Filaire,Composant Pc Gamer,Téléphone Filaire1,0
1,Téléphone Sans Fil,Composant Pc Gamer,Téléphone Sans Fil1,0
1,Téléphone Portable,Accessoires de Jeux,Téléphone Portable1,0
1,Smartphone,Accessoires de Jeux,Smartphone1,0
1,iPhone,Accessoires de Jeux,iPhone1,0
1,Montre connectée,Smartphone & Mobile,Montre connectée1,0
1,Bracelet Connecté,Smartphone & Mobile,Bracelet Connecté1,0
1,Accessoires Montres Connectées,Smartphone & Mobile,Accessoires Montres Connectées1,0
1,Etuis et coques Coque Flip Cover,Smartwatch,Etuis et coques Coque Flip Cover1,0
1,Coque,Smartwatch,Coque1,0
1,Flip Cover,Smartwatch,Flip Cover1,0
1,Protection Ecran,Smartwatch,Protection Ecran1,0
1,Protection Camera,Smartwatch,Protection Camera1,0
1,POWER BANK,Smartwatch,POWER BANK1,0
1,Tige Selfie,Smartwatch,Tige Selfie1,0
1,Contrôleur de jeu,Smartwatch,Contrôleur de jeu1,0
1,Batterie,Smartwatch,Batterie1,0
1,Stabilisateur,Smartwatch,Stabilisateur1,0
1,Chargeur,Smartwatch,Chargeur1,0
1,Câble Chargeur,Smartwatch,Câble Chargeur1,0
1,Ring Light,Smartwatch,Ring Light1,0
1,Support Smartphone,Smartwatch,Support Smartphone1,0
1,Adaptateur Smartphone,Smartwatch,Adaptateur Smartphone1,0
1,AirTag,Smartwatch,AirTag1,0
1,Chargeur Téléphone Fixe,Smartwatch,Chargeur Téléphone Fixe1,0
1,Téléphone Filaire,Accessoires Téléphonie Casque Écouteur,Téléphone Filaire1,0
1,Téléphone Sans Fil,Accessoires Téléphonie Casque Écouteur,Téléphone Sans Fil1,0
1,Téléphone Portable,Téléphone Fixe,Téléphone Portable1,0
1,Smartphone,Téléphone Fixe,Smartphone1,0
1,iPhone,Téléphone Fixe,iPhone1,0
1,Montre connectée,Lunette Connectée,Montre connectée1,0
1,Bracelet Connecté,Lunette Connectée,Bracelet Connecté1,0
1,Accessoires Montres Connectées,Lunette Connectée,Accessoires Montres Connectées1,0
1,Etuis et coques Coque Flip Cover,Gros Electroménager,Etuis et coques Coque Flip Cover1,0
1,Coque,Gros Electroménager,Coque1,0
1,Flip Cover,Gros Electroménager,Flip Cover1,0
1,Protection Ecran,Gros Electroménager,Protection Ecran1,0
1,Protection Camera,Gros Electroménager,Protection Camera1,0
1,POWER BANK,Gros Electroménager,POWER BANK1,0
1,Tige Selfie,Gros Electroménager,Tige Selfie1,0
1,Contrôleur de jeu,Gros Electroménager,Contrôleur de jeu1,0
1,Batterie,Gros Electroménager,Batterie1,0
1,Stabilisateur,Gros Electroménager,Stabilisateur1,0
1,Chargeur,Gros Electroménager,Chargeur1,0
1,Câble Chargeur,Gros Electroménager,Câble Chargeur1,0
1,Ring Light,Gros Electroménager,Ring Light1,0
1,Support Smartphone,Gros Electroménager,Support Smartphone1,0
1,Adaptateur Smartphone,Gros Electroménager,Adaptateur Smartphone1,0
1,AirTag,Gros Electroménager,AirTag1,0
1,Chargeur Téléphone Fixe,Gros Electroménager,Chargeur Téléphone Fixe1,0
1,Téléphone Filaire,Préparation culinaire,Téléphone Filaire1,0
1,Téléphone Sans Fil,Préparation culinaire,Téléphone Sans Fil1,0
1,Climatiseur,Ordinateurs portables,Climatiseur1,0
1,Refrigerateur,Ordinateurs portables,Refrigerateur1,0
1,Mini-Refrigerateur,Ordinateurs portables,Mini-Refrigerateur1,0
